customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,label,is_new_customer,monthly_charge_band,avg_monthly_spend_gap
7590-0444,Female,0,No,No,22,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),64.53,1386.31,Yes,1,0,Medium,-33.350000000000136
7590-0381,Male,0,No,No,3,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),63.65,208.53,Yes,1,1,Medium,17.580000000000013
7590-0305,Female,0,No,Yes,14,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,85.09,1241.06,Yes,1,0,High,49.799999999999955
7590-0238,Male,0,Yes,Yes,45,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,70.56,3168.97,No,0,0,High,-6.230000000000473
7590-0630,Male,1,No,Yes,7,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.29,484.13,Yes,1,0,Medium,27.099999999999966
7590-0104,Male,0,Yes,No,44,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),58.13,2562.21,No,0,0,Medium,4.489999999999782
7590-0114,Male,0,No,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.79,349.49,No,0,0,Low,21.80000000000001
7590-0155,Male,0,Yes,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,1096.71,No,0,0,Low,34.710000000000036
7590-0221,Male,1,No,Yes,5,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,49.13,232.1,Yes,1,1,Medium,-13.550000000000011
7590-0007,Male,0,No,Yes,33,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.99,3090.31,Yes,1,0,High,54.64000000000033
7590-0248,Female,0,Yes,Yes,24,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),45.76,1126.27,No,0,0,Medium,28.029999999999973
7590-0486,Female,0,Yes,Yes,32,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,56.92,1862.91,No,0,0,Medium,41.47000000000003
7590-0336,Female,0,No,No,41,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),70.38,2858.33,Yes,1,0,High,-27.25
7590-0638,Male,0,No,Yes,3,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,61.1,233.37,Yes,1,1,Medium,50.06999999999999
7590-0329,Male,0,No,Yes,48,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.24,3517.51,No,0,0,High,1.9900000000006912
7590-0321,Female,0,No,No,45,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),52.4,2326.24,Yes,1,0,Medium,-31.76000000000022
7590-0289,Female,0,Yes,Yes,39,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),66.65,2585.58,No,0,0,Medium,-13.770000000000437
7590-0140,Female,0,Yes,No,21,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,58.91,1224.53,Yes,1,0,Medium,-12.579999999999927
7590-0213,Male,0,No,Yes,29,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),56.69,1664.46,Yes,1,0,Medium,20.450000000000045
7590-0043,Male,0,Yes,Yes,28,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.89,2093.41,Yes,1,0,High,52.48999999999978
7590-0042,Male,0,Yes,Yes,29,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,51.6,1474.35,No,0,0,Medium,-22.050000000000182
7590-0073,Female,1,Yes,Yes,8,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),48.81,401.18,No,0,0,Medium,10.699999999999989
7590-0582,Female,0,Yes,Yes,43,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,72.82,3120.96,No,0,0,High,-10.299999999999727
7590-0605,Female,0,Yes,Yes,47,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),78.43,3724.12,No,0,0,High,37.9099999999994
7590-0066,Male,0,No,Yes,69,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),88.87,6140.68,No,0,0,High,8.649999999999636
7590-0011,Male,0,Yes,Yes,37,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,61.56,2257.6,No,0,0,Medium,-20.120000000000346
7590-0199,Male,0,No,No,66,No,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),43.49,2838.15,No,0,0,Medium,-32.190000000000055
7590-0527,Female,0,No,Yes,41,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.58,2617.6,Yes,1,0,Medium,10.820000000000164
7590-0604,Male,1,No,Yes,58,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),53.94,3132.65,No,0,0,Medium,4.130000000000109
7590-0433,Female,0,No,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,123.41,No,0,1,Low,15.409999999999997
7590-0259,Male,0,No,Yes,26,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),50.76,1288.9,No,0,0,Medium,-30.8599999999999
7590-0367,Male,0,Yes,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.49,561.84,No,0,0,Low,-11.349999999999909
7590-0532,Female,0,No,No,59,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,84.22,4949.89,No,0,0,High,-19.089999999999236
7590-0584,Female,1,No,Yes,51,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.33,4288.06,No,0,0,High,-12.769999999999527
7590-0083,Male,1,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.96,145.23,No,0,0,Low,-36.49000000000001
7590-0437,Female,0,Yes,Yes,42,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),56.02,2339.97,No,0,0,Medium,-12.870000000000346
7590-0624,Female,0,Yes,Yes,0,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),87.9,,No,0,1,High,0.0
7590-0509,Female,0,Yes,Yes,56,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,67.42,3763.75,No,0,0,Medium,-11.769999999999982
7590-0079,Female,0,No,Yes,40,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,76.51,3054.69,No,0,0,High,-5.710000000000036
7590-0023,Female,0,Yes,Yes,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,237.45,No,0,0,Low,3.4499999999999886
7590-0227,Male,0,No,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,125.47,No,0,0,Low,-18.53
7590-0370,Female,0,Yes,Yes,20,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),77.11,1588.8,Yes,1,0,High,46.59999999999991
7590-0597,Female,0,No,Yes,52,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,70.45,3649.22,No,0,0,High,-14.180000000000291
7590-0236,Male,1,No,Yes,14,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,73.92,1011.98,No,0,0,High,-22.90000000000009
7590-0234,Male,0,Yes,No,66,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),63.96,4207.83,No,0,0,Medium,-13.529999999999745
7590-0311,Female,0,Yes,Yes,69,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,63.28,4349.99,Yes,1,0,Medium,-16.329999999999927
7590-0256,Female,0,No,No,17,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,63.43,1062.54,No,0,0,Medium,-15.769999999999982
7590-0137,Female,0,Yes,No,32,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),94.52,3045.2,No,0,0,High,20.559999999999945
7590-0274,Female,0,Yes,Yes,49,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,102.76,5038.64,No,0,0,High,3.399999999999636
7590-0235,Male,0,No,Yes,44,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),49.12,2144.94,Yes,1,0,Medium,-16.33999999999969
7590-0580,Female,1,No,Yes,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,471.03,Yes,1,0,Low,3.0299999999999727
7590-0211,Male,0,Yes,Yes,46,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),68.8,,No,0,0,Medium,-3095.9999999999995
7590-0009,Male,1,No,Yes,1,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),82.52,122.62,Yes,1,1,High,40.10000000000001
7590-0613,Female,0,No,No,35,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),62.11,2140.61,No,0,0,Medium,-33.23999999999978
7590-0300,Male,0,Yes,Yes,13,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,67.29,,Yes,1,0,Medium,-807.4800000000001
7590-0356,Male,1,Yes,No,29,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,56.71,1639.01,No,0,0,Medium,-5.579999999999927
7590-0635,Male,0,Yes,No,67,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),43.19,2878.12,No,0,0,Medium,-15.610000000000127
7590-0574,Male,0,No,Yes,52,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),58.5,3027.46,No,0,0,Medium,-14.539999999999964
7590-0084,Male,1,No,No,22,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,71.63,1541.31,No,0,0,High,-34.549999999999955
7590-0296,Female,0,Yes,Yes,6,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,66.59,398.32,No,0,1,Medium,-1.2200000000000273
7590-0443,Female,0,No,Yes,6,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,91.34,578.95,No,0,1,High,30.910000000000082
7590-0203,Male,1,Yes,Yes,8,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),54.78,,Yes,1,0,Medium,-383.46000000000004
7590-0196,Male,0,No,Yes,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,77.79,3009.35,No,0,0,High,-24.46000000000049
7590-0278,Female,0,No,No,44,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.93,3937.66,No,0,0,High,-19.26000000000022
7590-0093,Male,0,No,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,1060.7,Yes,1,0,Low,52.700000000000045
7590-0407,Male,0,No,No,17,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),83.97,1411.5,No,0,0,High,-15.990000000000009
7590-0463,Female,1,No,No,69,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,54.98,3800.38,Yes,1,0,Medium,6.760000000000218
7590-0592,Male,0,No,Yes,5,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,69.48,372.26,No,0,1,Medium,24.859999999999957
7590-0028,Male,1,No,Yes,17,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,63.82,,Yes,1,0,Medium,-1021.12
7590-0184,Female,0,Yes,No,16,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),66.84,1080.64,No,0,0,Medium,11.200000000000045
7590-0522,Male,1,No,Yes,46,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,67.06,3060.27,No,0,0,Medium,-24.490000000000236
7590-0178,Female,0,No,Yes,46,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),55.79,2553.16,No,0,0,Medium,-13.180000000000291
7590-0260,Female,0,Yes,Yes,47,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,73.56,3486.4,Yes,1,0,High,29.079999999999927
7590-0153,Male,0,Yes,Yes,38,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),74.13,2834.12,No,0,0,High,17.18000000000029
7590-0075,Male,0,No,Yes,12,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,61.65,729.32,Yes,1,0,Medium,-10.479999999999905
7590-0503,Female,1,No,Yes,37,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),76.8,2889.66,No,0,0,High,48.059999999999945
7590-0092,Male,0,Yes,Yes,51,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),45.32,2309.22,No,0,0,Medium,-2.100000000000364
7590-0354,Female,0,Yes,Yes,24,No,No phone service,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),44.59,1069.44,Yes,1,0,Medium,-0.7200000000000273
7590-0068,Male,0,Yes,No,56,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.32,3721.14,Yes,1,0,Medium,7.220000000000255
7590-0482,Female,0,No,Yes,0,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,76.77,,Yes,1,1,High,0.0
7590-0335,Female,0,Yes,Yes,32,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,64.9,2061.88,No,0,0,Medium,-14.920000000000073
7590-0188,Male,0,Yes,No,44,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,71.7,3171.98,No,0,0,High,17.179999999999836
7590-0015,Male,0,No,No,25,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,42.26,1073.9,No,0,0,Medium,17.40000000000009
7590-0436,Female,0,Yes,Yes,35,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),75.98,2704.44,No,0,0,High,45.13999999999987
7590-0409,Male,0,No,Yes,1,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,69.37,34.11,Yes,1,1,Medium,-35.260000000000005
7590-0088,Female,0,Yes,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.81,212.21,Yes,1,0,Low,-38.69999999999999
7590-0545,Male,0,No,Yes,20,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.16,1064.29,No,0,0,Medium,21.090000000000146
7590-0117,Male,1,No,Yes,11,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),53.46,590.97,No,0,0,Medium,2.909999999999968
7590-0625,Female,0,No,Yes,1,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),50.78,86.41,No,0,1,Medium,35.629999999999995
7590-0487,Female,0,No,No,69,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),54.3,3776.66,No,0,0,Medium,29.960000000000036
7590-0033,Female,0,No,Yes,34,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),70.08,2360.58,No,0,0,High,-22.139999999999873
7590-0000,Male,0,Yes,Yes,50,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,50.98,2552.87,No,0,0,Medium,3.869999999999891
7590-0642,Male,0,No,No,35,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,74.77,2631.83,No,0,0,High,14.88000000000011
7590-0250,Male,0,No,No,50,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,83.48,4190.04,No,0,0,High,16.039999999999964
7590-0412,Female,0,No,Yes,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.12,992.14,No,0,0,Medium,43.90000000000009
7590-0396,Female,1,No,Yes,3,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),38.41,126.02,No,0,1,Medium,10.790000000000006
7590-0499,Male,0,No,Yes,69,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Mailed check,77.39,5365.6,No,0,0,High,25.69000000000051
7590-0302,Male,0,Yes,Yes,11,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,72.95,812.33,No,0,0,High,9.879999999999995
7590-0022,Female,0,Yes,No,21,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,71.49,1470.33,Yes,1,0,High,-30.960000000000036
7590-0061,Male,0,No,Yes,70,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),62.71,4425.51,No,0,0,Medium,35.8100000000004
7590-0116,Female,0,Yes,No,39,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),56.68,2209.69,Yes,1,0,Medium,-0.8299999999999272
7590-0501,Female,0,No,Yes,54,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,61.7,3332.89,No,0,0,Medium,1.0899999999996908
7590-0228,Male,1,No,Yes,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),97.22,5310.29,No,0,0,High,-36.8100000000004
7590-0089,Male,1,Yes,Yes,13,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,79.74,1042.38,Yes,1,0,High,5.760000000000218
7590-0182,Male,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,79.54,Yes,1,1,Low,-28.459999999999994
7590-0275,Male,0,Yes,No,29,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),62.42,1797.8,No,0,0,Medium,-12.38000000000011
7590-0284,Female,0,Yes,Yes,21,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,77.8,1604.23,Yes,1,0,High,-29.569999999999936
7590-0018,Female,0,Yes,No,69,No,No phone service,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,49.38,3424.48,No,0,0,Medium,17.259999999999764
7590-0495,Male,1,No,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,382.55,No,0,0,Low,4.550000000000011
7590-0399,Male,0,No,Yes,22,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),58.14,1261.13,Yes,1,0,Medium,-17.949999999999818
7590-0144,Female,0,Yes,Yes,10,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),49.55,507.88,Yes,1,0,Medium,12.379999999999995
7590-0338,Male,0,No,Yes,6,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),82.21,507.78,Yes,1,1,High,14.519999999999982
7590-0519,Male,0,No,Yes,19,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,85.04,1597.48,No,0,0,High,-18.2800000000002
7590-0585,Female,0,No,Yes,10,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),83.77,867.95,No,0,0,High,30.250000000000114
7590-0432,Male,0,Yes,Yes,24,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,67.37,1607.85,No,0,0,Medium,-9.0300000000002
7590-0405,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),109.28,569.27,No,0,1,High,22.870000000000005
7590-0046,Female,0,Yes,No,52,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),57.02,2998.17,No,0,0,Medium,33.13000000000011
7590-0261,Male,0,Yes,Yes,71,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),41.43,2951.84,No,0,0,Medium,10.309999999999945
7590-0195,Female,0,No,No,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),88.25,4434.22,No,0,0,High,21.720000000000255
7590-0649,Male,1,Yes,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,103.97,No,0,1,Low,-4.030000000000001
7590-0540,Female,0,No,Yes,2,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,51.66,87.48,Yes,1,1,Medium,-15.83999999999999
7590-0107,Male,1,Yes,Yes,63,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),70.49,4446.31,Yes,1,0,High,5.440000000000509
7590-0424,Female,0,No,Yes,8,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,61.02,474.52,No,0,0,Medium,-13.640000000000043
7590-0457,Male,0,Yes,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,44.3,1458.37,No,0,0,Medium,-3.5299999999999727
7590-0304,Male,0,No,No,27,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),55.85,1513.43,No,0,0,Medium,5.480000000000018
7590-0620,Male,0,Yes,Yes,70,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,43.18,3010.76,No,0,0,Medium,-11.83999999999969
7590-0583,Male,1,Yes,Yes,47,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,64.57,3053.78,Yes,1,0,Medium,18.99000000000069
7590-0578,Male,0,No,Yes,27,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.39,2091.93,No,0,0,High,2.399999999999636
7590-0478,Female,0,Yes,No,32,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,85.44,2718.03,No,0,0,High,-16.049999999999727
7590-0530,Female,0,Yes,No,45,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,61.89,2817.74,Yes,1,0,Medium,32.6899999999996
7590-0633,Female,0,No,Yes,24,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,58.04,1376.0,No,0,0,Medium,-16.960000000000036
7590-0149,Male,1,No,Yes,46,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),50.38,2312.54,Yes,1,0,Medium,-4.940000000000055
7590-0124,Male,0,Yes,Yes,70,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),79.54,5571.72,Yes,1,0,High,3.9200000000000728
7590-0514,Male,0,Yes,Yes,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,361.77,No,0,0,Low,55.76999999999998
7590-0559,Female,0,Yes,Yes,44,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,75.9,3308.3,No,0,0,High,-31.300000000000182
7590-0185,Female,0,Yes,Yes,16,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,69.12,1082.99,No,0,0,Medium,-22.930000000000064
7590-0552,Male,0,Yes,No,67,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,55.66,3729.84,No,0,0,Medium,0.6200000000003456
7590-0349,Female,1,Yes,Yes,47,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,64.23,3058.5,Yes,1,0,Medium,39.6899999999996
7590-0640,Male,1,Yes,Yes,65,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,73.55,4764.74,Yes,1,0,High,-16.01000000000022
7590-0598,Female,0,Yes,Yes,31,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,58.76,1768.22,No,0,0,Medium,-53.33999999999992
7590-0142,Male,0,No,Yes,50,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,62.53,3118.34,No,0,0,Medium,-8.159999999999854
7590-0141,Male,0,No,Yes,51,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,55.82,2841.09,Yes,1,0,Medium,-5.730000000000018
7590-0636,Female,0,Yes,Yes,36,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,69.21,2484.86,No,0,0,Medium,-6.699999999999818
7590-0019,Female,0,No,Yes,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,402.53,No,0,0,Low,-11.470000000000027
7590-0172,Female,0,Yes,No,51,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,57.25,2958.74,Yes,1,0,Medium,38.98999999999978
7590-0526,Male,0,Yes,Yes,36,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,53.63,1928.59,No,0,0,Medium,-2.0900000000001455
7590-0012,Male,0,No,No,53,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.44,3431.6,Yes,1,0,Medium,-36.7199999999998
7590-0025,Male,0,No,Yes,14,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),71.43,1003.97,Yes,1,0,High,3.949999999999932
