customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7590-0175,Male,0,Yes,Yes,33,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),42.43,1417.75,No
7590-0176,Female,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.96,2347.03,Yes
7590-0177,Female,1,Yes,No,62,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),67.83,4199.59,No
7590-0178,Female,0,No,Yes,46,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),55.79,2553.16,No
7590-0179,Female,0,Yes,Yes,20,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),59.5,1198.14,Yes
7590-0180,Female,0,No,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.44, ,No
7590-0181,Male,1,Yes,Yes,5,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),71.75,370.15,Yes
7590-0182,Male,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,79.54,Yes
7590-0183,Male,0,No,No,8,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,92.13,771.95,Yes
7590-0184,Female,0,Yes,No,16,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),66.84,1080.64,No
7590-0185,Female,0,Yes,Yes,16,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,69.12,1082.99,No
7590-0186,Male,1,Yes,Yes,21,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.75,1397.14,No
7590-0187,Male,1,Yes,Yes,38,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),69.57,2624.92,No
7590-0188,Male,0,Yes,No,44,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,71.7,3171.98,No
7590-0189,Male,0,No,No,41,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,52.33,2196.07,No
7590-0190,Female,0,Yes,Yes,38,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),63.32,2443.40,Yes
7590-0191,Male,0,No,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),79.69,5434.27,Yes
7590-0192,Female,0,Yes,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,263.08,No
7590-0193,Male,0,Yes,Yes,14,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),71.31,1008.37,No
7590-0194,Female,1,No,Yes,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.01,1519.63,No
7590-0195,Female,0,No,No,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),88.25,4434.22,No
7590-0196,Male,0,No,Yes,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,77.79,3009.35,No
7590-0197,Male,0,Yes,No,37,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,57.52,2109.34,No
7590-0198,Female,0,Yes,Yes,47,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),53.43,2473.03,No
7590-0199,Male,0,No,No,66,No,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),43.49,2838.15,No
7590-0200,Male,0,Yes,No,58,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,38.3,2183.63,No
7590-0201,Male,0,Yes,No,69,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),69.37,4777.98,Yes
7590-0202,Male,0,No,Yes,48,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),52.0,2534.29,No
7590-0203,Male,1,Yes,Yes,8,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),54.78, ,Yes
7590-0204,Male,0,No,Yes,2,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),58.6,99.81,No
7590-0205,Female,0,No,Yes,48,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),66.92,3228.95,No
7590-0206,Female,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.26,1186.38,No
7590-0207,Female,1,No,Yes,21,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.89,1096.65,Yes
7590-0208,Male,0,No,Yes,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),36.24,2446.93,No
7590-0209,Female,1,No,No,49,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,74.51,3671.26,Yes
7590-0210,Male,1,Yes,Yes,57,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,57.93,3249.01,Yes
7590-0211,Male,0,Yes,Yes,46,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),68.8, ,No
7590-0212,Female,1,No,Yes,54,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,87.37,4689.92,No
7590-0213,Male,0,No,Yes,29,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),56.69,1664.46,Yes
7590-0214,Female,1,No,Yes,23,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,61.05,1412.09,No
7590-0215,Female,0,No,Yes,49,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,51.94,2560.41,No
7590-0216,Female,0,No,No,5,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),73.23,368.84,No
7590-0217,Female,0,No,Yes,19,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),83.48,1575.03,No
7590-0218,Female,0,No,Yes,9,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,70.39,636.05,No
7590-0219,Female,0,No,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.16,329.79,No
7590-0220,Male,0,No,Yes,62,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,84.83,5262.80,No
7590-0221,Male,1,No,Yes,5,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,49.13,232.10,Yes
7590-0222,Female,0,No,Yes,8,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.8,438.20,Yes
7590-0223,Male,0,No,Yes,13,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),59.76,811.56,Yes
7590-0224,Male,0,No,Yes,12,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,57.06,640.84,No
7590-0225,Male,1,Yes,Yes,37,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),79.79,2933.14,No
7590-0226,Female,0,Yes,Yes,57,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,49.08,2804.27,No
7590-0227,Male,0,No,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,125.47,No
7590-0228,Male,1,No,Yes,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),97.22,5310.29,No
7590-0229,Female,0,Yes,Yes,22,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),56.16,1230.23,No
7590-0230,Male,0,No,Yes,60,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),72.19,4284.32,No
7590-0231,Male,0,No,Yes,30,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),46.52,1376.34,No
7590-0232,Male,1,No,Yes,56,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.07,3592.00,No
7590-0233,Male,0,Yes,Yes,9,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),41.91,409.42,Yes
7590-0234,Male,0,Yes,No,66,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),63.96,4207.83,No
7590-0235,Male,0,No,Yes,44,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),49.12,2144.94,Yes
7590-0236,Male,1,No,Yes,14,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,73.92,1011.98,No
7590-0237,Female,0,Yes,Yes,51,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.68,3296.43,Yes
7590-0238,Male,0,Yes,Yes,45,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,70.56,3168.97,No
7590-0239,Male,0,No,Yes,15,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,44.91,700.25,Yes
7590-0240,Male,0,Yes,No,70,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),61.88,4327.02,Yes
7590-0241,Male,0,No,Yes,52,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),76.03,3867.93,No
7590-0242,Female,1,No,No,32,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),61.89,1936.48,No
7590-0243,Female,1,Yes,Yes,24,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),81.33, ,No
7590-0244,Female,0,No,Yes,70,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),76.74,5358.84,No
7590-0245,Male,0,No,No,25,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,57.89,1469.38,No
7590-0246,Female,1,No,Yes,65,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,70.39,4566.75,No
7590-0247,Male,0,No,Yes,20,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,79.63, ,No
7590-0248,Female,0,Yes,Yes,24,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),45.76,1126.27,No
7590-0249,Female,0,No,Yes,2,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,77.14,109.61,No
7590-0250,Male,0,No,No,50,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,83.48,4190.04,No
7590-0251,Female,1,No,Yes,35,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,53.79,1865.80,No
7590-0252,Female,0,Yes,Yes,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,666.51,No
7590-0253,Female,1,Yes,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,866.26,No
7590-0254,Male,0,No,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,938.35,No
7590-0255,Male,0,Yes,Yes,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.0,447.99,No
7590-0256,Female,0,No,No,17,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,63.43,1062.54,No
7590-0257,Male,0,No,Yes,25,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),74.56,1868.83,No
7590-0258,Male,1,Yes,Yes,17,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),88.78,1527.71,No
7590-0259,Male,0,No,Yes,26,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),50.76,1288.90,No
7590-0260,Female,0,Yes,Yes,47,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,73.56,3486.40,Yes
7590-0261,Male,0,Yes,Yes,71,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),41.43,2951.84,No
7590-0262,Female,0,No,No,34,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.04,1812.62,No
7590-0263,Male,0,No,Yes,40,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,No,Mailed check,42.2,1661.19,No
7590-0264,Male,0,Yes,Yes,9,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,73.0,636.79,No
7590-0265,Female,0,No,Yes,12,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,90.22,1078.36,Yes
7590-0266,Female,0,Yes,No,68,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,63.39,4306.91,Yes
7590-0267,Male,1,Yes,No,26,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),47.11,1214.24,Yes
7590-0268,Female,0,Yes,Yes,40,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,49.88,1973.27,No
7590-0269,Female,1,Yes,No,4,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,58.31,265.45,Yes
7590-0270,Male,0,Yes,Yes,61,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,35.89,2167.75,No
7590-0271,Female,0,Yes,Yes,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,902.27,No
7590-0272,Male,0,No,Yes,58,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),51.88,2997.28,No
7590-0273,Male,0,Yes,Yes,1,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,76.44,57.55,No
7590-0274,Female,0,Yes,Yes,49,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,102.76,5038.64,No
7590-0275,Male,0,Yes,No,29,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),62.42,1797.80,No
7590-0276,Male,0,Yes,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,37.71,902.32,No
7590-0277,Male,0,Yes,Yes,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.57,1089.56,No
7590-0278,Female,0,No,No,44,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.93,3937.66,No
7590-0279,Female,0,No,Yes,61,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),48.81,2995.57,Yes
7590-0280,Male,0,No,Yes,39,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),61.76,2431.61,No
7590-0281,Female,0,Yes,Yes,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,1211.84,No
7590-0282,Male,0,Yes,No,22,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,51.88,1157.57,No
7590-0283,Female,0,No,No,51,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),55.73,2816.88,No
7590-0284,Female,0,Yes,Yes,21,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,77.8,1604.23,Yes
7590-0285,Female,0,No,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,344.89,No
7590-0286,Male,1,No,No,23,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,73.98,1706.23,Yes
7590-0287,Male,0,Yes,No,50,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),32.35,1564.45,No
7590-0288,Female,0,No,Yes,29,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,55.8,1614.44,No
7590-0289,Female,0,Yes,Yes,39,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),66.65,2585.58,No
7590-0290,Male,0,No,Yes,47,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),54.66,2535.28,No
7590-0291,Male,1,No,No,27,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,61.35,1643.28,Yes
7590-0292,Female,0,No,No,31,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,66.21,2021.90,No
7590-0293,Male,0,Yes,Yes,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.26,946.85,No
7590-0294,Female,0,Yes,No,58,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),76.08,4374.20,No
7590-0295,Male,0,Yes,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.57,771.83,No
7590-0296,Female,0,Yes,Yes,6,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,66.59,398.32,No
7590-0297,Female,0,Yes,Yes,65,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),50.02,3266.00,No
7590-0298,Male,0,No,No,9,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,68.6,624.81,No
7590-0299,Male,0,No,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,367.65,No
7590-0300,Male,0,Yes,Yes,13,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,67.29, ,Yes
7590-0301,Male,0,No,No,14,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),53.63,734.11,No
7590-0302,Male,0,Yes,Yes,11,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,72.95,812.33,No
7590-0303,Female,0,No,No,4,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),61.46,244.96,No
7590-0304,Male,0,No,No,27,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),55.85,1513.43,No
7590-0305,Female,0,No,Yes,14,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,85.09,1241.06,Yes
7590-0306,Male,0,No,Yes,14,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),83.97,1157.00,No
7590-0307,Male,0,Yes,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.5,1608.41,No
7590-0308,Female,0,No,No,57,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),72.48,4181.70,No
7590-0309,Female,0,No,Yes,57,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,58.68,3361.03,No
7590-0310,Male,0,Yes,No,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,922.67,No
7590-0311,Female,0,Yes,Yes,69,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,63.28,4349.99,Yes
7590-0312,Male,0,Yes,Yes,30,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Mailed check,70.96,2148.83,No
7590-0313,Male,0,No,Yes,35,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,42.24,1507.90,No
7590-0314,Male,1,Yes,Yes,35,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,68.94,2413.39,No
7590-0315,Female,0,No,Yes,56,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),57.97,3207.69,Yes
7590-0316,Female,0,Yes,Yes,33,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,58.47,1938.77,No
7590-0317,Male,0,Yes,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.35,85.11,Yes
7590-0318,Male,1,Yes,Yes,47,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,57.38,2697.67,No
7590-0319,Male,0,Yes,Yes,26,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),99.56,2597.88,No
7590-0320,Male,0,No,No,13,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,64.1,856.02,Yes
7590-0321,Female,0,No,No,45,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),52.4,2326.24,Yes
7590-0322,Male,0,Yes,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0,677.42,No
7590-0323,Male,0,No,Yes,14,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),50.71,728.63,Yes
7590-0324,Female,0,No,No,3,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,58.1,163.72,No
7590-0325,Female,0,No,Yes,32,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,46.07,1483.41,No
7590-0326,Male,0,Yes,Yes,51,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),71.67,3664.12,Yes
7590-0327,Female,1,Yes,No,55,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,56.09,3069.99,No
7590-0328,Male,0,Yes,Yes,47,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),36.28,1726.35,No
7590-0329,Male,0,No,Yes,48,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.24,3517.51,No
7590-0330,Female,0,Yes,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.24,80.44,No
7590-0331,Male,1,No,Yes,39,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,73.97,2838.34,No
7590-0332,Female,0,Yes,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.63,1674.31,No
7590-0333,Male,0,No,Yes,2,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),56.5, ,No
7590-0334,Male,0,Yes,Yes,17,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),84.8,1425.23,No
7590-0335,Female,0,Yes,Yes,32,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,64.9,2061.88,No
7590-0336,Female,0,No,No,41,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),70.38,2858.33,Yes
7590-0337,Female,1,Yes,No,55,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),77.81,4243.65,No
7590-0338,Male,0,No,Yes,6,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),82.21,507.78,Yes
7590-0339,Male,0,No,Yes,58,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,55.41,3274.24,No
7590-0340,Male,0,No,Yes,71,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.03,4512.51,No
7590-0341,Male,1,No,Yes,46,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,79.63,3658.05,No
7590-0342,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.99,268.86,No
7590-0343,Female,0,No,Yes,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.5,1046.23,Yes
7590-0344,Female,0,No,Yes,8,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),47.51,363.63,No
7590-0345,Male,0,Yes,Yes,66,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,91.3, ,No
7590-0346,Female,1,No,Yes,4,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),52.41,210.24,No
7590-0347,Female,0,Yes,Yes,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.55,728.96,Yes
7590-0348,Female,0,No,No,56,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),68.89,3850.43,No
7590-0349,Female,1,Yes,Yes,47,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,64.23,3058.50,Yes
7590-0350,Male,0,No,Yes,70,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),79.64,5593.03,No
7590-0351,Male,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,86.42,4322.41,Yes
7590-0352,Female,0,Yes,Yes,46,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.65,3056.62,Yes
