InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,InvoiceDateParsed
536435,71053,WHITE METAL LANTERN,2,03/10/2011 08:58,12.21,15769.0,Germany,2011-03-10 08:58:00
536435,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,02/07/2011 08:00,5.64,17283.0,United Kingdom,2011-02-07 08:00:00
536435,22633,HAND WARMER UNION JACK,6,03/09/2011 15:56,6.77,16476.0,Netherlands,2011-03-09 15:56:00
536436,22752,SET 7 BABUSHKA NESTING BOXES,4,03/24/2011 12:45,6.41,15107.0,France,2011-03-24 12:45:00
536436,84406B,CREAM CUPID HEARTS COAT HANGER,12,02/21/2011 14:32,5.8,15629.0,Belgium,2011-02-21 14:32:00
536436,22633,HAND WARMER UNION JACK,2,01/01/2011 12:24,3.87,14533.0,France,2011-01-01 12:24:00
536437,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,03/30/2011 11:03,6.02,16158.0,France,2011-03-30 11:03:00
536437,84029E,RED WOOLLY HOTTIE WHITE HEART,12,02/07/2011 13:39,2.95,13440.0,Netherlands,2011-02-07 13:39:00
536437,84879,ASSORTED COLOUR BIRD ORNAMENT,12,03/12/2011 15:48,4.03,17786.0,Germany,2011-03-12 15:48:00
536438,84879,ASSORTED COLOUR BIRD ORNAMENT,1,03/09/2011 15:33,3.53,12985.0,Spain,2011-03-09 15:33:00
536438,22632,HAND WARMER RED POLKA DOT,6,01/20/2011 10:20,4.66,15965.0,United Kingdom,2011-01-20 10:20:00
536438,22633,HAND WARMER UNION JACK,6,02/27/2011 08:29,9.13,15749.0,Netherlands,2011-02-27 08:29:00
536439,84029E,RED WOOLLY HOTTIE WHITE HEART,4,02/02/2011 08:47,0.77,12944.0,United Kingdom,2011-02-02 08:47:00
536439,22632,HAND WARMER RED POLKA DOT,1,03/02/2011 08:18,5.87,13455.0,Belgium,2011-03-02 08:18:00
536439,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,02/27/2011 14:24,1.27,17767.0,Spain,2011-02-27 14:24:00
536440,71053,WHITE METAL LANTERN,6,02/20/2011 16:08,3.56,14170.0,United Kingdom,2011-02-20 16:08:00
536440,22633,HAND WARMER UNION JACK,6,02/24/2011 16:24,6.68,14373.0,Netherlands,2011-02-24 16:24:00
536440,71053,WHITE METAL LANTERN,24,03/20/2011 08:15,4.63,13172.0,Spain,2011-03-20 08:15:00
536441,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,02/21/2011 15:14,2.34,12808.0,Germany,2011-02-21 15:14:00
536441,84879,ASSORTED COLOUR BIRD ORNAMENT,6,03/28/2011 13:15,3.07,13519.0,Belgium,2011-03-28 13:15:00
536441,84029E,RED WOOLLY HOTTIE WHITE HEART,3,03/22/2011 18:27,5.86,12730.0,France,2011-03-22 18:27:00
536442,22632,HAND WARMER RED POLKA DOT,4,02/22/2011 10:19,3.04,16752.0,Netherlands,2011-02-22 10:19:00
536442,84406B,CREAM CUPID HEARTS COAT HANGER,1,03/13/2011 14:26,4.93,13444.0,Netherlands,2011-03-13 14:26:00
536442,71053,WHITE METAL LANTERN,24,02/17/2011 09:34,4.59,13906.0,United Kingdom,2011-02-17 09:34:00
536443,84879,ASSORTED COLOUR BIRD ORNAMENT,2,01/25/2011 17:46,3.2,14123.0,Netherlands,2011-01-25 17:46:00
536443,84029E,RED WOOLLY HOTTIE WHITE HEART,1,01/28/2011 11:47,8.79,16269.0,Germany,2011-01-28 11:47:00
536443,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,02/11/2011 12:24,5.77,17660.0,France,2011-02-11 12:24:00
536444,22633,HAND WARMER UNION JACK,24,03/02/2011 13:58,0.5,14909.0,Netherlands,2011-03-02 13:58:00
536444,84406B,CREAM CUPID HEARTS COAT HANGER,-2,03/16/2011 17:46,4.87,13594.0,Germany,2011-03-16 17:46:00
536444,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,03/29/2011 13:16,3.18,16348.0,Belgium,2011-03-29 13:16:00
536445,84406B,CREAM CUPID HEARTS COAT HANGER,3,01/22/2011 10:46,6.2,13853.0,Spain,2011-01-22 10:46:00
536445,22632,HAND WARMER RED POLKA DOT,2,03/27/2011 08:48,-2.91,13472.0,United Kingdom,2011-03-27 08:48:00
536445,22632,HAND WARMER RED POLKA DOT,1,03/21/2011 18:42,-4.27,16304.0,Belgium,2011-03-21 18:42:00
536446,22632,HAND WARMER RED POLKA DOT,1,03/09/2011 12:34,5.51,12486.0,Spain,2011-03-09 12:34:00
536446,84406B,CREAM CUPID HEARTS COAT HANGER,1,03/09/2011 10:15,6.23,16658.0,France,2011-03-09 10:15:00
536446,21730,GLASS STAR FROSTED T-LIGHT HOLDER,24,02/28/2011 17:15,2.1,14196.0,France,2011-02-28 17:15:00
536447,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,02/18/2011 16:30,3.83,12423.0,United Kingdom,2011-02-18 16:30:00
536447,22752,SET 7 BABUSHKA NESTING BOXES,24,01/13/2011 16:58,3.55,GUEST,France,2011-01-13 16:58:00
536447,84029E,RED WOOLLY HOTTIE WHITE HEART,6,03/26/2011 08:11,3.19,14922.0,United Kingdom,2011-03-26 08:11:00
536448,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,01/21/2011 17:15,8.03,15533.0,Belgium,2011-01-21 17:15:00
536448,84406B,CREAM CUPID HEARTS COAT HANGER,12,01/11/2011 16:47,5.31,12785.0,United Kingdom,2011-01-11 16:47:00
536448,22752,SET 7 BABUSHKA NESTING BOXES,6,03/18/2011 14:49,1.98,17540.0,France,2011-03-18 14:49:00
536449,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,02/25/2011 10:43,6.34,15459.0,United Kingdom,2011-02-25 10:43:00
536449,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,02/04/2011 10:24,8.74,17538.0,Germany,2011-02-04 10:24:00
536449,71053,WHITE METAL LANTERN,3,02/26/2011 13:48,6.56,13431.0,United Kingdom,2011-02-26 13:48:00
536450,22632,HAND WARMER RED POLKA DOT,1,01/04/2011 09:22,1.46,17236.0,Spain,2011-01-04 09:22:00
536450,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,01/11/2011 16:57,3.53,14334.0,Spain,2011-01-11 16:57:00
536450,84406B,CREAM CUPID HEARTS COAT HANGER,3,02/04/2011 15:09,7.03,15906.0,France,2011-02-04 15:09:00
536451,71053,WHITE METAL LANTERN,2,03/22/2011 15:38,-3.08,16096.0,United Kingdom,2011-03-22 15:38:00
536451,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,02/18/2011 13:28,5.39,17679.0,Spain,2011-02-18 13:28:00
536451,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,02/20/2011 13:18,6.05,17530.0,Netherlands,2011-02-20 13:18:00
536452,22752,SET 7 BABUSHKA NESTING BOXES,24,02/20/2011 13:07,2.65,13982.0,Spain,2011-02-20 13:07:00
536452,22632,HAND WARMER RED POLKA DOT,-1,04/01/2011 11:28,4.38,18021.0,United Kingdom,2011-04-01 11:28:00
536452,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,03/23/2011 12:15,0.5,13608.0,Belgium,2011-03-23 12:15:00
536453,22633,HAND WARMER UNION JACK,4,03/16/2011 14:34,2.45,18012.0,Netherlands,2011-03-16 14:34:00
536453,22752,SET 7 BABUSHKA NESTING BOXES,24,03/10/2011 17:40,3.99,13241.0,Germany,2011-03-10 17:40:00
536453,84879,ASSORTED COLOUR BIRD ORNAMENT,24,02/12/2011 14:06,2.0,14465.0,Spain,2011-02-12 14:06:00
536454,84879,ASSORTED COLOUR BIRD ORNAMENT,3,02/20/2011 15:49,7.76,18002.0,Spain,2011-02-20 15:49:00
536454,22633,HAND WARMER UNION JACK,4,01/11/2011 09:53,1.64,13506.0,France,2011-01-11 09:53:00
536454,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,03/02/2011 09:28,3.62,16052.0,France,2011-03-02 09:28:00
536455,71053,WHITE METAL LANTERN,12,03/24/2011 09:43,4.76,14344.0,Spain,2011-03-24 09:43:00
536455,22632,HAND WARMER RED POLKA DOT,4,01/30/2011 14:40,7.38,17592.0,Belgium,2011-01-30 14:40:00
536455,84879,ASSORTED COLOUR BIRD ORNAMENT,4,03/17/2011 14:24,1.63,14105.0,France,2011-03-17 14:24:00
536456,71053,WHITE METAL LANTERN,24,03/10/2011 10:23,6.83,16094.0,United Kingdom,2011-03-10 10:23:00
536456,22632,HAND WARMER RED POLKA DOT,3,03/18/2011 14:39,4.52,13281.0,France,2011-03-18 14:39:00
536456,84406B,CREAM CUPID HEARTS COAT HANGER,12,02/08/2011 17:37,2.54,13443.0,France,2011-02-08 17:37:00
536457,84406B,CREAM CUPID HEARTS COAT HANGER,2,03/07/2011 14:26,5.42,17054.0,Netherlands,2011-03-07 14:26:00
536457,22632,HAND WARMER RED POLKA DOT,12,01/23/2011 16:10,4.9,13495.0,Germany,2011-01-23 16:10:00
536457,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,03/04/2011 10:12,3.3,16946.0,Spain,2011-03-04 10:12:00
536458,22633,HAND WARMER UNION JACK,24,02/26/2011 15:10,4.64,12598.0,Germany,2011-02-26 15:10:00
536458,22632,HAND WARMER RED POLKA DOT,24,02/28/2011 17:47,3.73,16403.0,Spain,2011-02-28 17:47:00
536458,84029E,RED WOOLLY HOTTIE WHITE HEART,24,02/16/2011 16:52,4.73,18235.0,Netherlands,2011-02-16 16:52:00
536459,71053,WHITE METAL LANTERN,12,02/01/2011 12:55,5.82,16030.0,France,2011-02-01 12:55:00
536459,22633,HAND WARMER UNION JACK,1,01/31/2011 11:51,7.67,17991.0,France,2011-01-31 11:51:00
536459,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,01/27/2011 11:51,2.02,GUEST,Spain,2011-01-27 11:51:00
536460,84029E,RED WOOLLY HOTTIE WHITE HEART,3,03/07/2011 18:52,8.77,15717.0,United Kingdom,2011-03-07 18:52:00
536460,84406B,CREAM CUPID HEARTS COAT HANGER,2,02/01/2011 10:45,0.6,14373.0,Belgium,2011-02-01 10:45:00
536460,84029E,RED WOOLLY HOTTIE WHITE HEART,4,02/27/2011 09:40,4.2,13108.0,Netherlands,2011-02-27 09:40:00
536461,22752,SET 7 BABUSHKA NESTING BOXES,4,02/11/2011 17:00,5.68,13109.0,Belgium,2011-02-11 17:00:00
536461,22752,SET 7 BABUSHKA NESTING BOXES,24,03/10/2011 14:13,5.06,14081.0,Netherlands,2011-03-10 14:13:00
536461,22752,SET 7 BABUSHKA NESTING BOXES,2,03/14/2011 15:50,3.25,17937.0,United Kingdom,2011-03-14 15:50:00
536462,22633,HAND WARMER UNION JACK,3,02/26/2011 15:00,4.08,15850.0,Germany,2011-02-26 15:00:00
536462,84029E,RED WOOLLY HOTTIE WHITE HEART,3,01/12/2011 18:23,3.51,15392.0,Belgium,2011-01-12 18:23:00
536462,21730,UNKNOWN_ITEM,12,03/31/2011 11:27,3.32,18110.0,United Kingdom,2011-03-31 11:27:00
536463,84406B,CREAM CUPID HEARTS COAT HANGER,6,03/29/2011 15:00,6.2,15160.0,Netherlands,2011-03-29 15:00:00
536463,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,01/14/2011 09:20,5.21,14797.0,Germany,2011-01-14 09:20:00
536463,84406B,CREAM CUPID HEARTS COAT HANGER,12,01/19/2011 09:33,3.11,17345.0,Belgium,2011-01-19 09:33:00
536464,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,02/22/2011 17:43,6.3,14125.0,United Kingdom,2011-02-22 17:43:00
536464,71053,WHITE METAL LANTERN,4,02/14/2011 14:20,5.11,14375.0,France,2011-02-14 14:20:00
536464,84879,ASSORTED COLOUR BIRD ORNAMENT,6,02/06/2011 08:54,6.13,14817.0,Germany,2011-02-06 08:54:00
536465,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,01/31/2011 15:24,5.76,16438.0,Belgium,2011-01-31 15:24:00
536465,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,01/17/2011 14:55,2.84,15793.0,France,2011-01-17 14:55:00
536465,22633,HAND WARMER UNION JACK,24,01/10/2011 08:37,3.38,14493.0,Germany,2011-01-10 08:37:00
536466,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,03/06/2011 14:27,5.99,13021.0,Belgium,2011-03-06 14:27:00
536466,84029E,RED WOOLLY HOTTIE WHITE HEART,1,03/07/2011 11:51,5.72,15022.0,Netherlands,2011-03-07 11:51:00
536466,71053,WHITE METAL LANTERN,4,01/31/2011 08:15,4.46,15905.0,United Kingdom,2011-01-31 08:15:00
536467,84029E,RED WOOLLY HOTTIE WHITE HEART,12,01/23/2011 09:00,4.73,18092.0,United Kingdom,2011-01-23 09:00:00
536467,22632,HAND WARMER RED POLKA DOT,24,02/03/2011 10:23,7.06,14547.0,Belgium,2011-02-03 10:23:00
536467,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,02/04/2011 16:04,3.32,17069.0,Belgium,2011-02-04 16:04:00
536468,22752,SET 7 BABUSHKA NESTING BOXES,3,02/17/2011 10:16,5.59,17047.0,Belgium,2011-02-17 10:16:00
536468,22632,HAND WARMER RED POLKA DOT,1,02/01/2011 08:30,4.1,13575.0,Germany,2011-02-01 08:30:00
536468,22632,HAND WARMER RED POLKA DOT,12,03/25/2011 14:14,4.06,15755.0,Belgium,2011-03-25 14:14:00
536469,84879,ASSORTED COLOUR BIRD ORNAMENT,6,03/28/2011 08:11,6.7,16571.0,United Kingdom,2011-03-28 08:11:00
536469,22633,HAND WARMER UNION JACK,24,02/09/2011 13:05,6.15,12411.0,France,2011-02-09 13:05:00
536469,84029E,RED WOOLLY HOTTIE WHITE HEART,2,03/01/2011 13:37,6.13,13946.0,Belgium,2011-03-01 13:37:00
536470,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,01/04/2011 11:34,-7.11,18026.0,United Kingdom,2011-01-04 11:34:00
536470,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,02/09/2011 09:13,4.54,14297.0,Netherlands,2011-02-09 09:13:00
536470,84406B,CREAM CUPID HEARTS COAT HANGER,1,01/06/2011 11:57,5.86,15729.0,Belgium,2011-01-06 11:57:00
536471,71053,WHITE METAL LANTERN,6,01/18/2011 18:52,3.88,17194.0,Spain,2011-01-18 18:52:00
536471,84406B,CREAM CUPID HEARTS COAT HANGER,3,02/10/2011 14:44,5.15,15018.0,France,2011-02-10 14:44:00
536471,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,03/16/2011 09:09,4.24,16028.0,Netherlands,2011-03-16 09:09:00
536472,22752,SET 7 BABUSHKA NESTING BOXES,2,02/27/2011 12:29,4.69,13328.0,United Kingdom,2011-02-27 12:29:00
536472,84879,ASSORTED COLOUR BIRD ORNAMENT,12,01/19/2011 09:45,5.69,15260.0,Netherlands,2011-01-19 09:45:00
536472,84029E,RED WOOLLY HOTTIE WHITE HEART,2,01/04/2011 14:54,2.86,16852.0,Germany,2011-01-04 14:54:00
536473,84406B,CREAM CUPID HEARTS COAT HANGER,1,01/29/2011 10:12,8.68,15395.0,Belgium,2011-01-29 10:12:00
536473,84879,ASSORTED COLOUR BIRD ORNAMENT,24,01/10/2011 08:04,2.49,17637.0,Netherlands,2011-01-10 08:04:00
536473,22752,SET 7 BABUSHKA NESTING BOXES,4,01/07/2011 10:59,2.07,18280.0,Netherlands,2011-01-07 10:59:00
536474,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,01/24/2011 12:17,6.82,13563.0,United Kingdom,2011-01-24 12:17:00
536474,84029E,RED WOOLLY HOTTIE WHITE HEART,6,03/03/2011 08:05,6.08,13470.0,Netherlands,2011-03-03 08:05:00
536474,22632,HAND WARMER RED POLKA DOT,24,03/11/2011 08:24,5.75,15287.0,Netherlands,2011-03-11 08:24:00
536475,84879,ASSORTED COLOUR BIRD ORNAMENT,4,02/04/2011 10:01,5.76,14140.0,United Kingdom,2011-02-04 10:01:00
536475,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,03/09/2011 13:49,4.48,14252.0,Germany,2011-03-09 13:49:00
536475,84029E,RED WOOLLY HOTTIE WHITE HEART,24,01/08/2011 11:36,2.71,15527.0,France,2011-01-08 11:36:00
536476,84406B,CREAM CUPID HEARTS COAT HANGER,6,02/10/2011 13:58,4.65,18108.0,Belgium,2011-02-10 13:58:00
536476,84406B,CREAM CUPID HEARTS COAT HANGER,2,03/05/2011 16:19,3.15,12656.0,United Kingdom,2011-03-05 16:19:00
536476,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,02/12/2011 17:12,6.45,15137.0,Belgium,2011-02-12 17:12:00
536477,22752,SET 7 BABUSHKA NESTING BOXES,3,03/17/2011 10:49,4.21,16657.0,France,2011-03-17 10:49:00
536477,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,02/08/2011 13:08,2.85,15924.0,Belgium,2011-02-08 13:08:00
536477,84406B,CREAM CUPID HEARTS COAT HANGER,6,03/30/2011 17:50,3.86,17798.0,Spain,2011-03-30 17:50:00
536478,84029E,RED WOOLLY HOTTIE WHITE HEART,12,01/01/2011 17:25,5.33,16994.0,United Kingdom,2011-01-01 17:25:00
536478,84879,ASSORTED COLOUR BIRD ORNAMENT,6,01/14/2011 15:09,3.37,12983.0,Germany,2011-01-14 15:09:00
536478,71053,WHITE METAL LANTERN,12,03/23/2011 13:28,2.86,14063.0,Belgium,2011-03-23 13:28:00
536479,71053,WHITE METAL LANTERN,1,02/19/2011 15:46,4.99,13708.0,Netherlands,2011-02-19 15:46:00
536479,22632,HAND WARMER RED POLKA DOT,24,03/03/2011 17:41,4.99,14193.0,Germany,2011-03-03 17:41:00
536479,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,02/03/2011 09:04,3.49,15421.0,Germany,2011-02-03 09:04:00
536480,71053,WHITE METAL LANTERN,6,03/03/2011 08:27,3.56,13697.0,Spain,2011-03-03 08:27:00
536480,71053,WHITE METAL LANTERN,2,02/22/2011 16:46,4.96,16770.0,France,2011-02-22 16:46:00
536480,71053,WHITE METAL LANTERN,-2,03/04/2011 10:03,1.6,15848.0,United Kingdom,2011-03-04 10:03:00
536481,84879,ASSORTED COLOUR BIRD ORNAMENT,1,01/04/2011 11:10,1.69,13017.0,Netherlands,2011-01-04 11:10:00
536481,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,02/03/2011 09:41,3.06,13860.0,France,2011-02-03 09:41:00
536481,22633,HAND WARMER UNION JACK,-1,03/01/2011 12:14,4.07,16968.0,United Kingdom,2011-03-01 12:14:00
536482,71053,WHITE METAL LANTERN,3,03/11/2011 14:48,5.12,16881.0,United Kingdom,2011-03-11 14:48:00
536482,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,03/02/2011 17:56,7.45,14794.0,United Kingdom,2011-03-02 17:56:00
536482,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,03/15/2011 18:39,6.22,16024.0,Germany,2011-03-15 18:39:00
536483,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,01/06/2011 14:05,4.18,15912.0,Germany,2011-01-06 14:05:00
536483,84879,ASSORTED COLOUR BIRD ORNAMENT,12,01/09/2011 09:24,4.46,16868.0,France,2011-01-09 09:24:00
536483,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,03/17/2011 16:50,2.49,15741.0,Germany,2011-03-17 16:50:00
536484,71053,WHITE METAL LANTERN,6,01/13/2011 12:55,4.46,15162.0,Netherlands,2011-01-13 12:55:00
536484,84879,ASSORTED COLOUR BIRD ORNAMENT,1,01/23/2011 12:25,3.92,17332.0,Belgium,2011-01-23 12:25:00
536484,22752,SET 7 BABUSHKA NESTING BOXES,1,03/02/2011 12:57,5.15,15113.0,France,2011-03-02 12:57:00
536485,71053,WHITE METAL LANTERN,2,01/18/2011 12:47,2.85,14974.0,France,2011-01-18 12:47:00
536485,71053,WHITE METAL LANTERN,2,02/22/2011 15:48,5.54,15409.0,United Kingdom,2011-02-22 15:48:00
536485,84029E,RED WOOLLY HOTTIE WHITE HEART,4,01/18/2011 16:56,7.57,13769.0,Germany,2011-01-18 16:56:00
536486,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,01/07/2011 13:45,4.28,15363.0,Netherlands,2011-01-07 13:45:00
536486,71053,WHITE METAL LANTERN,2,02/17/2011 15:38,5.3,16233.0,Spain,2011-02-17 15:38:00
536486,84029E,RED WOOLLY HOTTIE WHITE HEART,12,01/12/2011 12:01,5.88,13680.0,Spain,2011-01-12 12:01:00
536487,84029G,UNKNOWN_ITEM,12,01/27/2011 12:41,3.7,12510.0,Belgium,2011-01-27 12:41:00
536487,84406B,CREAM CUPID HEARTS COAT HANGER,1,01/29/2011 12:38,4.95,14848.0,Belgium,2011-01-29 12:38:00
536487,21730,GLASS STAR FROSTED T-LIGHT HOLDER,24,02/14/2011 15:16,4.53,14821.0,Belgium,2011-02-14 15:16:00
536488,84879,ASSORTED COLOUR BIRD ORNAMENT,6,03/26/2011 13:35,4.7,17335.0,France,2011-03-26 13:35:00
536488,71053,WHITE METAL LANTERN,3,03/23/2011 13:55,2.95,17720.0,Belgium,2011-03-23 13:55:00
536488,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,01/31/2011 08:51,4.55,17261.0,Netherlands,2011-01-31 08:51:00
536489,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,02/03/2011 14:25,5.5,12635.0,Spain,2011-02-03 14:25:00
536489,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,01/29/2011 18:34,7.4,16243.0,Belgium,2011-01-29 18:34:00
536489,84406B,CREAM CUPID HEARTS COAT HANGER,6,01/24/2011 12:06,6.42,14464.0,Belgium,2011-01-24 12:06:00
536490,84406B,CREAM CUPID HEARTS COAT HANGER,3,03/25/2011 09:14,8.81,14861.0,Netherlands,2011-03-25 09:14:00
536490,84029E,RED WOOLLY HOTTIE WHITE HEART,4,01/16/2011 15:03,2.97,17126.0,Spain,2011-01-16 15:03:00
536490,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,03/29/2011 14:33,6.24,12788.0,Germany,2011-03-29 14:33:00
536491,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,01/19/2011 13:55,4.87,13008.0,Netherlands,2011-01-19 13:55:00
536491,22752,SET 7 BABUSHKA NESTING BOXES,1,02/27/2011 12:13,8.88,13727.0,Spain,2011-02-27 12:13:00
536491,71053,UNKNOWN_ITEM,4,03/23/2011 14:25,2.88,16256.0,Netherlands,2011-03-23 14:25:00
536492,22752,SET 7 BABUSHKA NESTING BOXES,3,03/09/2011 11:01,2.82,17479.0,Belgium,2011-03-09 11:01:00
536492,22752,SET 7 BABUSHKA NESTING BOXES,1,02/19/2011 16:37,3.3,12880.0,United Kingdom,2011-02-19 16:37:00
536492,22632,HAND WARMER RED POLKA DOT,3,02/25/2011 18:08,0.5,16361.0,France,2011-02-25 18:08:00
536493,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,01/17/2011 11:46,3.45,16479.0,United Kingdom,2011-01-17 11:46:00
536493,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,02/02/2011 16:39,2.98,12738.0,Belgium,2011-02-02 16:39:00
536493,71053,WHITE METAL LANTERN,4,01/16/2011 16:16,4.8,13600.0,Germany,2011-01-16 16:16:00
536494,84029E,RED WOOLLY HOTTIE WHITE HEART,1,03/26/2011 16:17,5.18,18086.0,Germany,2011-03-26 16:17:00
536494,22632,HAND WARMER RED POLKA DOT,1,02/06/2011 09:50,8.25,13973.0,Spain,2011-02-06 09:50:00
536494,22632,HAND WARMER RED POLKA DOT,3,04/01/2011 14:18,6.4,16836.0,Netherlands,2011-04-01 14:18:00
536495,22633,HAND WARMER UNION JACK,1,01/02/2011 18:05,3.35,17049.0,Belgium,2011-01-02 18:05:00
536495,22632,HAND WARMER RED POLKA DOT,2,02/02/2011 18:14,2.7,14771.0,France,2011-02-02 18:14:00
536495,84406B,CREAM CUPID HEARTS COAT HANGER,24,02/07/2011 13:51,5.48,15835.0,Belgium,2011-02-07 13:51:00
536496,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,03/26/2011 18:10,1.86,15931.0,Spain,2011-03-26 18:10:00
536496,22752,SET 7 BABUSHKA NESTING BOXES,2,01/15/2011 14:25,8.16,14572.0,Netherlands,2011-01-15 14:25:00
536496,21730,GLASS STAR FROSTED T-LIGHT HOLDER,24,01/22/2011 09:08,6.86,12826.0,Germany,2011-01-22 09:08:00
536497,22633,UNKNOWN_ITEM,12,02/26/2011 10:39,3.56,15283.0,Spain,2011-02-26 10:39:00
536497,84406B,CREAM CUPID HEARTS COAT HANGER,4,01/15/2011 14:28,1.07,GUEST,United Kingdom,2011-01-15 14:28:00
536497,84879,ASSORTED COLOUR BIRD ORNAMENT,2,03/27/2011 13:33,7.21,18085.0,Spain,2011-03-27 13:33:00
536498,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,03/28/2011 18:24,4.27,16919.0,Spain,2011-03-28 18:24:00
536498,84406B,CREAM CUPID HEARTS COAT HANGER,4,03/05/2011 10:04,6.98,14972.0,Germany,2011-03-05 10:04:00
536498,22632,HAND WARMER RED POLKA DOT,12,02/18/2011 14:52,1.31,16106.0,Netherlands,2011-02-18 14:52:00
536499,22633,HAND WARMER UNION JACK,1,03/05/2011 18:01,-3.3,15723.0,United Kingdom,2011-03-05 18:01:00
536499,71053,WHITE METAL LANTERN,6,03/23/2011 12:56,4.51,14040.0,Belgium,2011-03-23 12:56:00
536499,22752,SET 7 BABUSHKA NESTING BOXES,24,01/29/2011 15:21,4.59,17423.0,Spain,2011-01-29 15:21:00
536500,22633,HAND WARMER UNION JACK,24,03/26/2011 11:00,3.6,17536.0,France,2011-03-26 11:00:00
536500,71053,WHITE METAL LANTERN,3,03/05/2011 10:52,5.75,18257.0,Netherlands,2011-03-05 10:52:00
536500,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,02/20/2011 11:29,2.36,13907.0,Belgium,2011-02-20 11:29:00
536501,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,03/28/2011 17:07,4.22,16036.0,Netherlands,2011-03-28 17:07:00
536501,84406B,CREAM CUPID HEARTS COAT HANGER,1,03/09/2011 08:35,4.74,17139.0,Netherlands,2011-03-09 08:35:00
536501,84406B,CREAM CUPID HEARTS COAT HANGER,2,01/17/2011 09:24,5.53,17311.0,France,2011-01-17 09:24:00
536502,84879,ASSORTED COLOUR BIRD ORNAMENT,24,02/01/2011 12:25,5.92,14755.0,Netherlands,2011-02-01 12:25:00
536502,84879,ASSORTED COLOUR BIRD ORNAMENT,12,03/07/2011 12:53,2.25,14917.0,Belgium,2011-03-07 12:53:00
536502,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,02/07/2011 18:22,1.43,13432.0,Belgium,2011-02-07 18:22:00
536503,22632,HAND WARMER RED POLKA DOT,12,02/11/2011 09:48,7.06,16281.0,Spain,2011-02-11 09:48:00
536503,21730,GLASS STAR FROSTED T-LIGHT HOLDER,24,03/10/2011 12:56,5.16,12450.0,Spain,2011-03-10 12:56:00
536503,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,02/04/2011 10:18,3.0,13545.0,United Kingdom,2011-02-04 10:18:00
536504,22632,HAND WARMER RED POLKA DOT,-1,01/14/2011 17:55,7.6,16948.0,Germany,2011-01-14 17:55:00
536504,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,03/31/2011 12:44,4.73,15471.0,Netherlands,2011-03-31 12:44:00
536504,22752,SET 7 BABUSHKA NESTING BOXES,1,01/02/2011 12:12,6.86,15975.0,Germany,2011-01-02 12:12:00
